objectID,accessionNumber,additionalImages,artistAlphaSort,artistBeginDate,artistDisplayBio,artistDisplayName,artistEndDate,artistNationality,artistPrefix,artistRole,artistSuffix,city,classification,constituents,country,county,creditLine,culture,department,dimensions,dynasty,excavation,geographyType,isHighlight,isPublicDomain,linkResource,locale,locus,medium,metadataDate,objectBeginDate,objectDate,objectEndDate,objectName,objectURL,period,portfolio,primaryImage,primaryImageSmall,region,reign,repository,rightsAndReproduction,river,state,subregion,tags,title
4989,1978.302.153,[],,,,,,,,,,,Metal,,,,"Gift of Mrs. James A. Cole, 1978",,The American Wing,3 x 5 in. (7.6 x 12.7 cm),,,,FALSE,FALSE,,,,Cast iron,2019-04-06T06:23:49.08Z,1800,1800–1900,1900,Match rack,https://www.metmuseum.org/art/collection/search/4989,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Match Rack
4990,47.90.46,['https://images.metmuseum.org/CRDImages/ad/original/140797.jpg'],,,,,,,,,,Bennington,Ceramics,,United States,,"Gift of Dr. Charles W. Green, 1947",American,The American Wing,4 1/4 x 3 1/4 x 2 in. (10.8 x 8.3 x 5.1 cm),,,Probably made in,FALSE,TRUE,,,,Parian porcelain,2019-04-06T06:23:50.38Z,1830,1830–70,1870,Matchsafe,https://www.metmuseum.org/art/collection/search/4990,,,https://images.metmuseum.org/CRDImages/ad/original/DP267913.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP267913.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Vermont,,['Utilitarian Objects'],Matchsafe
4991,47.90.60,[],,,,,,,,,,Bennington,Ceramics,,United States,,"Gift of Dr. Charles W. Green, 1947",American,The American Wing,4 1/4 x 4 3/4 x 3 in. (10.8 x 12.1 x 7.6 cm),,,Probably made in,FALSE,TRUE,,,,Parian porcelain,2019-04-06T06:23:52.33Z,1830,1830–70,1870,Matchsafe,https://www.metmuseum.org/art/collection/search/4991,,,https://images.metmuseum.org/CRDImages/ad/original/DP265359.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP265359.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Vermont,,"['Utilitarian Objects', 'Dogs']",Matchsafe
4992,47.90.129,['https://images.metmuseum.org/CRDImages/ad/original/141325.jpg'],,,,,,,,,,Bennington,Ceramics,,United States,,"Gift of Dr. Charles W. Green, 1947",American,The American Wing,1 7/8 x 1 7/8 x 2 1/4 in. (4.8 x 4.8 x 5.7 cm),,,Probably made in,FALSE,TRUE,,,,Parian porcelain,2019-04-06T06:23:53.363Z,1830,1830–70,1870,Matchsafe,https://www.metmuseum.org/art/collection/search/4992,,,https://images.metmuseum.org/CRDImages/ad/original/140876.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/140876.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Vermont,,"['Utilitarian Objects', 'Animals']",Matchsafe
4993,47.90.161,[],,,,,,,,,,Bennington,Ceramics,,United States,,"Gift of Dr. Charles W. Green, 1947",American,The American Wing,5 1/4 x 3 7/8 x 2 7/8 in. (13.3 x 9.8 x 7.3 cm),,,Probably made in,FALSE,TRUE,,,,Parian porcelain,2019-04-06T06:23:54.427Z,1830,1830–70,1870,Matchsafe,https://www.metmuseum.org/art/collection/search/4993,,,https://images.metmuseum.org/CRDImages/ad/original/140908.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/140908.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Vermont,,"['Utilitarian Objects', 'Men']",Matchsafe
4994,47.90.164,[],,,,,,,,,,Bennington,Ceramics,,United States,,"Gift of Dr. Charles W. Green, 1947",American,The American Wing,3 1/2 x 3 7/16 x 2 7/8 in. (8.9 x 8.7 x 7.3 cm),,,Probably made in,FALSE,TRUE,,,,Parian porcelain,2019-04-06T06:23:55.597Z,1830,1830–70,1870,Matchsafe,https://www.metmuseum.org/art/collection/search/4994,,,https://images.metmuseum.org/CRDImages/ad/original/140911.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/140911.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Vermont,,"['Utilitarian Objects', 'Animals']",Matchsafe
4995,1986.202,[],"Kendall, David Wolcott",1851,1851–1910,David Wolcott Kendall,1910,,Designed by,Designer,,Grand Rapids,Furniture,"[{'role': 'Designer', 'name': 'Designed by David Wolcott Kendall'}, {'role': 'Manufacturer', 'name': 'Manufactured by Phoenix Furniture Company'}]",United States,,"Purchase, Mr. and Mrs. David Lubart Gift, in memory of Katherine J. Lubart, 1944–1975, 1986",American,The American Wing,34 x 29 1/4 x 24 in. (86.4 x 74.3 x 61 cm),,,Made in,FALSE,TRUE,,,,Oak,2019-04-06T06:23:56.58Z,1894,1894–96,1896,Armchair,https://www.metmuseum.org/art/collection/search/4995,,,https://images.metmuseum.org/CRDImages/ad/original/242187.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/242187.jpg,Midwest,,"Metropolitan Museum of Art, New York, NY",,,Michigan,,['Chairs'],McKinley Armchair
4996,1979.449,[],Boardman and Hart,1828,1828–1853,Boardman and Hart,1853,,,Maker,,New York,Metal,"[{'role': 'Maker', 'name': 'Boardman and Hart'}]",United States,,"Purchase, Clara L-S Weber Gift, 1979",American,The American Wing,H. 10 in. (25.4 cm),,,Made in,FALSE,TRUE,,,,Pewter,2019-04-06T06:23:57.707Z,1835,1835,1835,Quart measure,https://www.metmuseum.org/art/collection/search/4996,,,https://images.metmuseum.org/CRDImages/ad/original/217995.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/217995.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,['Weights and Measures'],Quart Measure
4997,10.125.462a,[],,,,,,,,,,,Metal,,England,,"Gift of Mrs. Russell Sage, 1909",British (American market),The American Wing,H. 12 3/4 in. (32.4 cm); Diam. 6 in. (15.2 cm),,,Made in,FALSE,FALSE,,,,Pewter,2019-04-06T06:23:58.69Z,1750,1750–1800,1800,Gallon measure,https://www.metmuseum.org/art/collection/search/4997,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Gallon Measure
4998,10.125.462e,[],,,,,,,,,,,Metal,,England,,"Gift of Mrs. Russell Sage, 1909",British (American market),The American Wing,H. 5 1/8 in. (13 cm),,,Made in,FALSE,FALSE,,,,Pewter,2019-04-06T06:23:59.957Z,1750,1750–1800,1800,Half-pint measure,https://www.metmuseum.org/art/collection/search/4998,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Half-pint Measure
4999,10.125.462d,[],,,,,,,,,,,Metal,,England,,"Gift of Mrs. Russell Sage, 1909",British (American market),The American Wing,H. 6 1/4 in. (15.9 cm); Diam. 3 5/8 in. (9.2 cm),,,Made in,FALSE,TRUE,,,,Pewter,2019-04-06T06:24:01.097Z,1750,1750–1800,1800,Pint measure,https://www.metmuseum.org/art/collection/search/4999,,,https://images.metmuseum.org/CRDImages/ad/original/116793.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/116793.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Weights and Measures'],Pint Measure
5000,10.125.462c,[],,,,,,,,,,,Metal,,England,,"Gift of Mrs. Russell Sage, 1909",British (American market),The American Wing,H. 7 7/8 in. (20 cm); Diam. 4 in. (10.2 cm),,,Made in,FALSE,TRUE,,,,Pewter,2019-04-06T06:24:02.207Z,1700,1700–1800,1800,Quart measure,https://www.metmuseum.org/art/collection/search/5000,,,https://images.metmuseum.org/CRDImages/ad/original/116792.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/116792.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Weights and Measures'],Quart Measure
5001,13.142.11,[],,,,,,,,,,,Metal,,,,"Gift of Mrs. F. D. Millet, 1912",,The American Wing,H. 29 1/4 in. (74.3 cm),,,,FALSE,TRUE,,,,Iron,2019-04-06T06:24:03.317Z,1700,1700–1800,1800,Meat fork,https://www.metmuseum.org/art/collection/search/5001,,,https://images.metmuseum.org/CRDImages/ad/original/18026.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/18026.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Cutlery'],Meat Fork
5002,54.87.6,[],,,,,,,,,,,Ceramics,,China,,"Gift of Mrs. W. Murray Crane, 1954",Chinese,The American Wing,2 11/16 x 14 3/4 x 18 3/4 in. (6.8 x 37.5 x 47.6 cm),,,Made in,FALSE,TRUE,,,,Porcelain,2019-04-06T06:24:04.44Z,1800,1800–1830,1830,Meat platter,https://www.metmuseum.org/art/collection/search/5002,,,https://images.metmuseum.org/CRDImages/ad/original/157727.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/157727.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Landscapes', 'Dishes']",Meat Platter
5003,83.2.14,['https://images.metmuseum.org/CRDImages/ad/original/25348.jpg'],,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 1 9/16 in. (4 cm),,,,FALSE,TRUE,,,,Metal,2019-04-06T06:24:05.44Z,1883,1883,1883,Medal,https://www.metmuseum.org/art/collection/search/5003,,,https://images.metmuseum.org/CRDImages/ad/original/AW_83_2_14-002.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/AW_83_2_14-002.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Human Figures', 'Inscriptions', 'Ships']",Medal
5004,83.2.15,['https://images.metmuseum.org/CRDImages/ad/original/25349.jpg'],,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 1 5/8 in. (4.1 cm),,,,FALSE,TRUE,,,,Silver,2019-04-06T06:24:06.27Z,1797,1797,1797,Medal,https://www.metmuseum.org/art/collection/search/5004,,,https://images.metmuseum.org/CRDImages/ad/original/AW_83_2_15-002.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/AW_83_2_15-002.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Inscriptions', 'Shields', 'Leaves', 'Emblems']",Medal
5005,83.2.24,['https://images.metmuseum.org/CRDImages/ad/original/25357.jpg'],,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 1 5/8 in. (4.1 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:07.3Z,1797,1797,1797,Medal,https://www.metmuseum.org/art/collection/search/5005,,,https://images.metmuseum.org/CRDImages/ad/original/AW_83_2_24-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/AW_83_2_24-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['George Washington', 'Profiles']",George Washington
5006,83.2.26,"['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_26-002.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/25359.jpg']",,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 2 1/2 in. (6.4 cm),,,,FALSE,TRUE,,,,Probably pressed wood fiber,2019-04-06T06:24:08.347Z,1876,1876,1876,Medal,https://www.metmuseum.org/art/collection/search/5006,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_26-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_26-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['George Washington', 'Profiles']",George Washington
5007,83.2.28,['https://images.metmuseum.org/CRDImages/ad/original/25361.jpg'],,,,,,,,,,Birmingham,Metal,,England,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 2 in. (5.1 cm),,,Possibly made in,FALSE,TRUE,,,,Metal,2019-04-06T06:24:09.347Z,1821,1821–36,1836,Medal,https://www.metmuseum.org/art/collection/search/5007,,,https://images.metmuseum.org/CRDImages/ad/original/AW_83_2_28-002.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/AW_83_2_28-002.jpg,West Midlands,,"Metropolitan Museum of Art, New York, NY",,,,,"['Men', 'Reading', 'Angels', 'Tables', 'Globes']",Medal
5008,83.2.31,"['https://images.metmuseum.org/CRDImages/ad/original/AW_83_2_31-002.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_91.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/25364.jpg']",,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 1 1/4 in. (3.2 cm),,,,FALSE,TRUE,,,,Metal,2019-04-06T06:24:10.347Z,1883,1883,1883,Medal,https://www.metmuseum.org/art/collection/search/5008,,,https://images.metmuseum.org/CRDImages/ad/original/AW_83_2_31-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/AW_83_2_31-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['George Washington', 'Profiles']",Medal
5009,83.2.322,"['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_322-002.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/MM3867.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/25794.jpg']",,,,,,,,,,,Metal,,France,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 1 1/4 in. (3.2 cm),,,Made in,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:11.24Z,1834,1834 (?),1834,Medal,https://www.metmuseum.org/art/collection/search/5009,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_322-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_322-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Men', 'Profiles']",Medal of the Marquis de Lafayette
5010,83.2.323,"['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_323-002.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/25813.jpg']",,,,,,,,,,,Metal,,France,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 1 1/4 in. (3.2 cm),,,Made in,FALSE,TRUE,,,,Silver,2019-04-06T06:24:12.83Z,1834,1834 (?),1834,Medal,https://www.metmuseum.org/art/collection/search/5010,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_323-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_323-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Men', 'Profiles']",Medal of the Marquis de Lafayette
5011,83.2.396,['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_396-002.jpg'],,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 2 15/16 in. (7.5 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:13.863Z,1854,1854,1854,Medal,https://www.metmuseum.org/art/collection/search/5011,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_396-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_396-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Women', 'Ships', 'Weights and Measures']","Medal Awarded to Captains Low, Crighton, and Stougger"
5012,83.2.401,['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_401-002.jpg'],,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 2 1/2 in. (6.4 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:15.003Z,1846,1846,1846,Medal,https://www.metmuseum.org/art/collection/search/5012,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_401-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_401-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Men', 'Profiles']",Medal of Major General Z. Taylor
5013,83.2.410,"['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_410-002.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/32179.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/32178.jpg']",,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 2 1/2 in. (6.4 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:16.067Z,1847,1847,1847,Medal,https://www.metmuseum.org/art/collection/search/5013,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_410-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_410-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Inscriptions', 'Profiles']",Medal of Major General Z. Taylor
5014,83.2.416,['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_416-002.jpg'],,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 1 3/4 in. (4.4 cm),,,,FALSE,TRUE,,,,Lead,2019-04-06T06:24:17.02Z,1779,1779–1800,1800,Medal,https://www.metmuseum.org/art/collection/search/5014,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_416-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_416-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Men', 'Profiles']","Medal of Henry Lee's Capture of the British at Paulus Hook, 1779"
5015,83.2.419,['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_419-002.jpg'],,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 1 3/4 in. (4.4 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:17.91Z,1756,1756,1756,Medal,https://www.metmuseum.org/art/collection/search/5015,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_419-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_419-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Inscriptions', 'Houses', 'Trees']","Medal of the Indian Village of Kittanning, Pennsylvania"
5016,83.2.421,['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_421-002.jpg'],,,,,,,,,,,Metal,,England,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 1 5/8 in. (4.1 cm),,,Made in,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:18.787Z,1767,ca. 1770,1770,Medal,https://www.metmuseum.org/art/collection/search/5016,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_421-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_421-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Men', 'Profiles']",Medal Commemorating the Opposition of William Pitt to the Colonial Policy
5017,83.2.424,['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_424-002.jpg'],,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 1 5/8 in. (4.1 cm),,,,FALSE,TRUE,,,,Probably lead,2019-04-06T06:24:19.8Z,1797,1797,1797,Medal,https://www.metmuseum.org/art/collection/search/5017,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_424-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_424-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['George Washington', 'Profiles']",Medal Commemorating Washington's Resignation of the Presidency
5018,83.2.432,['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_432-002.jpg'],,,,,,,,,,,Metal,,,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 2 1/2 in. (6.4 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:20.8Z,1841,1841,1841,Medal,https://www.metmuseum.org/art/collection/search/5018,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_432-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_432-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Men', 'Profiles']",Medal of John Tyler
5019,6.1028,['https://images.metmuseum.org/CRDImages/ad/original/LC-06_1028-002.jpg'],,,,,,,,,,,Metal,,,,"Gift of Mr. and Mrs. Frederick S. Wait, 1906",,The American Wing,Diam. 1 3/4 in. (4.4 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:21.643Z,1791,1791,1791,Medal,https://www.metmuseum.org/art/collection/search/5019,,,https://images.metmuseum.org/CRDImages/ad/original/LC-06_1028-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-06_1028-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['George Washington', 'Profiles']",Medal
5020,7.29,['https://images.metmuseum.org/CRDImages/ad/original/LC-07_29-002.jpg'],,,,,,,,,,,Sculpture,,,,"Gift of Mr. and Mrs. Frederick S. Wait, 1907",American,The American Wing,Diam. 1 5/8 in. (4.1 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:22.677Z,1797,1797,1797,Medal,https://www.metmuseum.org/art/collection/search/5020,,,https://images.metmuseum.org/CRDImages/ad/original/LC-07_29-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-07_29-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['George Washington', 'Profiles']",Washington's Resignation of the Presidency
5021,07.251.35,['https://images.metmuseum.org/CRDImages/ad/original/LC-07_251_35-002.jpg'],,,,,,,,,,,Metal,,,,"Gift of Mr. and Mrs. Frederick S. Wait, 1907",,The American Wing,Diam. 1 3/4 in. (4.4 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:23.817Z,1757,1757,1757,Medal,https://www.metmuseum.org/art/collection/search/5021,,,https://images.metmuseum.org/CRDImages/ad/original/LC-07_251_35-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-07_251_35-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Men', 'Profiles']",Indian Medal
5022,07.288.27,['https://images.metmuseum.org/CRDImages/ad/original/LC-07_288_27-002.jpg'],,,,,,,,,,,Metal,,,,"Gift of Mr. and Mrs. Frederick S. Wait, 1907",,The American Wing,Diam. 1 5/8 in. (4.1 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:24.99Z,1797,1797,1797,Medal,https://www.metmuseum.org/art/collection/search/5022,,,https://images.metmuseum.org/CRDImages/ad/original/LC-07_288_27-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-07_288_27-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['George Washington', 'Profiles']",Medal Commemorating George Washington's Resignation of the Presidency
5023,08.29.3,['https://images.metmuseum.org/CRDImages/ad/original/LC-08_29_3-002.jpg'],,,,,,,,,,,Metal,,,,"Gift of Mr. and Mrs. Frederick S. Wait, 1908",,The American Wing,Diam. 1 1/2 in. (3.8 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:25.99Z,1800,1800,1800,Medal,https://www.metmuseum.org/art/collection/search/5023,,,https://images.metmuseum.org/CRDImages/ad/original/LC-08_29_3-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-08_29_3-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['George Washington', 'Profiles']",Medal Commemorating the Death of George Washington
5024,68.84.2,['https://images.metmuseum.org/CRDImages/ad/original/AW_68_84_2-002.jpg'],,,,,,,,,,,Sculpture,,,,"Gift of Estate of Martin C. Ansorge, 1968",American,The American Wing,Diam. 3 in. (7.6 cm),,,,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:27.207Z,1789,1789–1800,1800,Medal,https://www.metmuseum.org/art/collection/search/5024,,,https://images.metmuseum.org/CRDImages/ad/original/AW_68_84_2-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/AW_68_84_2-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Human Figures'],Medal
5025,83.2.423,['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_423-002.jpg'],"Andrieu, Bertrand",1761,"French, 1761–1822",Bertrand Andrieu,1822,French,,Maker,,,Metal,"[{'role': 'Maker', 'name': 'Bertrand Andrieu'}, {'role': 'Maker', 'name': 'Raymond Gayrard'}]",France,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 2 in. (5.1 cm),,,Made in,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:28.363Z,1822,1822,1822,Medal,https://www.metmuseum.org/art/collection/search/5025,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_423-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_423-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Inscriptions', 'Men', 'Profiles']",Medal Commemorating the Treaty of Commerce between France and the United States
5026,83.2.19,"['https://images.metmuseum.org/CRDImages/ad/original/AW_83_2_19-002.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/25352.jpg']","Bacon, John, the Elder",1740,"British, London 1740–1799 London",John Bacon the Elder,1799,British,,Maker,,,Metal,"[{'role': 'Maker', 'name': 'John Bacon the Elder'}]",England,,"Gift of William H. Huntington, 1883","British, probably",The American Wing,Diam. 1 5/8 in. (4.1 cm),,,Probably made in,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:29.457Z,1819,1819,1819,Medal,https://www.metmuseum.org/art/collection/search/5026,,,https://images.metmuseum.org/CRDImages/ad/original/AW_83_2_19-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/AW_83_2_19-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Inscriptions', 'George Washington', 'Men', 'Profiles']",Medal
5027,1994.8,"['https://images.metmuseum.org/CRDImages/ad/original/DP359796.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP359797.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP359798.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP359799.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP359800.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP359801.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP359802.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP359803.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DT3678.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA100.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/257817.jpg']",Herter Brothers,1864,"German, active New York, 1864–1906",Herter Brothers,1906,,,Maker,,New York,Furniture,"[{'role': 'Maker', 'name': 'Herter Brothers'}]",United States,,"Purchase, Margery Masinter, Sheila Wood Schwartz, Gloria Wells Sidnam, Julie Graham, Diana C. Landreth and Steven M. Kossak Gifts and Friends of the American Wing Fund, 1994",American,The American Wing,35 x 23 7/8 x 21 3/4 in. (88.9 x 60.6 x 55.2 cm),,,Made in,FALSE,TRUE,,,,"Oak, brass, and reproduction leather upholstery",2019-04-06T06:24:31.16Z,1879,1879–82,1882,Side chair,https://www.metmuseum.org/art/collection/search/5027,,,https://images.metmuseum.org/CRDImages/ad/original/DP359653.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP359653.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,['Chairs'],Side chair
5028,83.2.202,"['https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_202-002.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/25789.jpg']","Barre, Jean-Jacques",1793,"French, Paris 1793–1855 Paris",Jean-Jacques Barre,1855,French,,Maker,,,Metal,"[{'role': 'Maker', 'name': 'Jean-Jacques Barre'}]",France,,"Gift of William H. Huntington, 1883",,The American Wing,Diam. 1 5/8 in. (4.1 cm),,,Made in,FALSE,TRUE,,,,Bronze,2019-04-06T06:24:32.66Z,1833,1833,1833,Medallion,https://www.metmuseum.org/art/collection/search/5028,,,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_202-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/LC-83_2_202-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Inscriptions', 'Medallions', 'Benjamin Franklin', 'Profiles']",Medallion
